Node_ID EB_TX EACK_TX DIO_TX DIS_TX DAO_TX DAO_ACK_TX CoAP_TX
0 0 0 0 0 0 0 0
1 3145 8892 96 0 0 435 35502
2 3145 1577 96 0 85 0 6340
3 3145 1957 96 0 93 0 6907
4 3219 779 96 0 0.0 0 1460
5 3182 8056 96 0 179 60 47807
6 3145 760 96 0 0.0 0 1460
7 3145 779 96 0 0.0 0 1533
8 3182 3420 96 0 0.0 0 22330
9 3145 2755 96 0 179 60 11802
10 3182 399 96 0 0.0 0 1460
0 0 0 0 0 0 0 0
1 3108 8892 96 0 0 435 35380
2 3145 1577 96 0 179 60 6340
3 3182 1957 96 0 93 0 6907
4 3219 779 96 0 0.0 0 1460
5 3182 8056 96 0 179 60 48005
6 3182 760 96 0 0.0 0 1460
7 3145 779 96 0 93 0 1533
8 3182 3420 96 0 0.0 0 22330
9 3145 2755 96 0 179 60 11802
10 3182 399 96 0 85 0 1460
0 0 0 0 0 0 0 0
1 3108 8892 96 0 0 486 35544
2 3145 1577 96 0 179 60 6340
3 3145 1957 96 0 195 0 6834
4 3256 779 96 0 0.0 0 1460
5 3145 8056 96 0 273 120 48005
6 3182 760 96 0 0.0 0 1460
7 3182 779 96 0 93 0 1533
8 3145 3420 192 0 93 0 22330
9 3182 2755 96 0 273 128 11802
10 3182 399 96 0 85 0 1460
0 0 0 0 0 0 0 0
1 3145 8892 96 0 0 486 35508
2 3145 1577 96 0 179 60 6340
3 3145 1957 96 0 195 68 6834
4 3219 779 96 0 93 0 1460
5 3182 8056 96 0 273 120 47923
6 3182 760 192 0 93 0 1460
7 3182 779 96 0 93 0 1533
8 3182 3420 192 0 93 0 22330
9 3182 2755 96 0 273 128 11802
10 3145 399 96 0 85 0 1460
0 0 0 0 0 0 0 0
1 3145 8892 96 0 0 486 35508
2 3145 1577 96 0 179 60 6340
3 3182 1957 96 0 195 68 6834
4 3219 779 96 0 93 0 1460
5 3145 8056 96 0 273 120 47715
6 3145 760 192 0 93 0 1460
7 3182 779 192 0 93 0 1533
8 3145 3420 192 0 93 0 22096
9 3145 2755 96 0 273 128 11712
10 3182 399 96 0 85 0 1460
0 0 0 0 0 0 0 0
1 3145 8892 96 0 0 486 35426
2 3182 1577 96 0 179 60 6340
3 3182 1957 96 0 195 68 6834
4 3219 779 96 0 93 0 1460
5 3145 8056 96 0 273 120 47715
6 3182 760 192 0 93 0 1460
7 3182 779 192 0 93 0 1533
8 3182 3420 192 0 93 0 22096
9 3182 2755 192 0 273 128 11712
10 3182 399 96 0 85 0 1460
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 443 35426
2 3182 1558 192 0 94 60 6340
3 3182 1957 96 0 195 68 6834
4 3182 779 96 0 93 0 1460
5 3145 8056 96 0 273 120 47589
6 3182 760 96 0 93 0 1460
7 3145 779 192 0 93 0 1533
8 3182 3420 192 0 93 0 21854
9 3182 2755 192 0 273 128 11460
10 3145 380 96 0 85 0 1533
0 0 0 0 0 0 0 0
1 3145 8778 96 0 0 161 35842
2 3182 1520 96 0 94 60 6340
3 3182 1938 96 0 102 68 6834
4 3182 779 0.0 0 93 0 1460
5 3108 8018 96 0 188 120 48003
6 3145 760 96 0 93 0 1460
7 3145 760 192 0 93 0 1533
8 3182 3420 96 0 93 0 21854
9 3219 2698 96 0 94 68 11911
10 3182 380 192 0 85 0 1533
0 0 0 0 0 0 0 0
1 3145 8740 96 0 0 110 35842
2 3182 1520 96 0 94 60 6340
3 3182 1900 192 0 102 68 6834
4 3182 760 0.0 0 93 0 1460
5 3145 7999 96 0 94 60 47795
6 3145 760 96 0 93 0 1460
7 3182 760 96 0 93 0 1533
8 3182 3401 96 0 93 0 21854
9 3219 2660 96 0 94 68 11911
10 3182 380 192 0 85 0 1533
0 0 0 0 0 0 0 0
1 3145 8721 96 0 0 51 35924
2 3182 1520 96 0 94 60 6340
3 3145 1900 96 0 102 68 6834
4 3182 760 96 0 93 0 1460
5 3145 7961 192 0 94 60 47713
6 3145 741 96 0 93 0 1533
7 3145 760 96 0 93 0 1460
8 3182 3401 96 0 93 0 21854
9 3219 2660 96 0 94 68 11911
10 3182 380 192 0 85 0 1533
0 0 0 0 0 0 0 0
1 3108 8721 96 0 0 51 36006
2 3182 1520 96 0 94 60 6340
3 3182 1900 96 0 102 68 7036
4 3182 760 96 0 93 0 1460
5 3145 7961 192 0 94 60 47859
6 3182 741 96 0 93 0 1533
7 3145 760 96 0 93 0 1460
8 3182 3401 96 0 93 0 21854
9 3219 2660 96 0 94 68 12037
10 3145 380 192 0 85 0 1533
0 0 0 0 0 0 0 0
1 3108 8740 96 0 0 51 36128
2 3219 1520 96 0 94 60 6340
3 3182 1900 96 0 102 68 6954
4 3219 760 96 0 93 0 1460
5 3108 7980 96 0 94 60 47931
6 3182 741 96 0 93 0 1533
7 3145 760 96 0 93 0 1460
8 3145 3420 96 0 93 0 21854
9 3256 2660 96 0 94 68 12037
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8740 96 0 0 51 36706
2 3219 1520 96 0 94 60 6340
3 3182 1900 96 0 102 68 6954
4 3219 760 96 0 93 0 1606
5 3145 7980 96 0 94 60 48447
6 3182 760 96 0 93 0 1606
7 3145 760 96 0 93 0 1460
8 3145 3420 96 0 93 0 23024
9 3219 2660 96 0 94 68 12289
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8702 96 0 0 51 36706
2 3182 1520 96 0 94 60 6340
3 3182 1900 96 0 102 68 6954
4 3182 760 96 0 93 0 1606
5 3145 7961 96 0 94 60 48365
6 3182 760 96 0 93 0 1606
7 3145 760 96 0 93 0 1460
8 3145 3420 96 0 93 0 23024
9 3219 2660 96 0 94 68 12289
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8702 96 0 0 51 36624
2 3219 1520 96 0 94 60 6340
3 3182 1900 96 0 102 68 6954
4 3219 760 96 0 93 0 1606
5 3145 7961 96 0 94 60 47884
6 3182 760 96 0 93 0 1606
7 3108 760 96 0 93 0 1460
8 3145 3420 96 0 93 0 22903
9 3219 2660 96 0 94 68 12289
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8816 96 0 0 282 36750
2 3182 1577 96 0 179 60 6340
3 3145 1900 96 0 102 68 6910
4 3182 760 96 0 93 0 1606
5 3182 7980 96 0 179 60 47930
6 3182 760 96 0 93 0 1606
7 3145 760 96 0 93 0 1460
8 3145 3420 96 0 93 0 22903
9 3256 2698 96 0 188 68 12245
10 3182 399 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 376 36832
2 3182 1577 96 0 179 60 6340
3 3145 1900 96 0 195 68 6983
4 3182 760 96 0 93 0 1606
5 3145 8037 96 0 179 60 48390
6 3182 760 96 0 93 0 1606
7 3145 779 96 0 93 0 1460
8 3145 3439 96 0 93 0 22903
9 3219 2698 96 0 273 128 12201
10 3145 399 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8854 96 0 0 435 36750
2 3219 1577 96 0 179 60 6340
3 3145 1938 96 0 195 68 6983
4 3219 779 96 0 93 0 1606
5 3145 8018 96 0 273 120 48146
6 3182 779 96 0 93 0 1533
7 3145 779 96 0 93 0 1460
8 3182 3439 96 0 93 0 22903
9 3256 2736 96 0 273 128 12327
10 3182 399 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 435 36832
2 3219 1577 96 0 179 60 6340
3 3182 1938 96 0 195 68 6983
4 3219 779 96 0 93 0 1606
5 3145 8056 96 0 273 120 48680
6 3145 779 96 0 93 0 1533
7 3145 779 96 0 93 0 1460
8 3145 3439 96 0 93 0 22903
9 3256 2736 96 0 273 128 12327
10 3182 399 96 0 85 0 1752
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 435 37078
2 3182 1577 96 0 179 60 6340
3 3182 1938 96 0 195 68 6983
4 3182 779 96 0 93 0 1606
5 3145 8056 96 0 273 120 48754
6 3145 779 96 0 93 0 1533
7 3145 779 96 0 93 0 1460
8 3145 3439 96 0 93 0 23024
9 3293 2736 96 0 273 128 12453
10 3182 399 96 0 85 0 1825
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 435 37277
2 3219 1577 96 0 179 60 6340
3 3182 1938 96 0 195 68 7235
4 3182 779 96 0 93 0 1606
5 3145 8056 96 0 273 120 48962
6 3145 779 96 0 93 0 1533
7 3145 779 96 0 93 0 1460
8 3182 3439 96 0 93 0 23145
9 3256 2736 96 0 273 128 12453
10 3182 399 96 0 85 0 1898
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 435 37277
2 3219 1577 96 0 85 0 6340
3 3145 1938 96 0 195 68 7235
4 3182 779 96 0 93 0 1606
5 3145 8056 96 0 273 120 48882
6 3145 779 96 0 93 0 1533
7 3145 779 192 0 0.0 0 1460
8 3182 3439 192 0 93 0 23145
9 3293 2736 192 0 273 128 12453
10 3182 399 96 0 0.0 0 1898
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 384 37186
2 3219 1577 96 0 85 0 6340
3 3182 1938 96 0 93 68 7235
4 3182 779 96 0 93 0 1606
5 3145 8056 96 0 179 60 48838
6 3145 779 192 0 93 0 1533
7 3108 779 192 0 0.0 0 1460
8 3182 3439 96 0 0.0 0 23145
9 3256 2736 192 0 179 60 12453
10 3182 399 96 0 0.0 0 1898
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 384 37430
2 3219 1577 96 0 85 0 6340
3 3182 1938 96 0 93 0 7235
4 3182 779 96 0 0.0 0 1606
5 3145 8056 96 0 179 60 48920
6 3182 779 96 0 0.0 0 1533
7 3108 779 192 0 0.0 0 1460
8 3182 3439 96 0 0.0 0 23258
9 3256 2736 192 0 179 60 12453
10 3219 399 96 0 0.0 0 1898
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 384 37430
2 3219 1577 96 0 85 0 6340
3 3145 1938 192 0 93 0 7235
4 3182 779 96 0 0.0 0 1606
5 3145 8056 96 0 179 60 48920
6 3182 779 96 0 0.0 0 1533
7 3071 779 96 0 0.0 0 1460
8 3182 3439 96 0 0.0 0 23258
9 3256 2736 192 0 179 60 12417
10 3182 399 192 0 0.0 0 1898
0 0 0 0 0 0 0 0
1 3145 8873 192 0 0 384 37552
2 3219 1577 96 0 85 0 6340
3 3182 1938 192 0 93 0 7235
4 3182 779 96 0 0.0 0 1752
5 3145 8056 96 0 179 60 49046
6 3145 779 96 0 0.0 0 1533
7 3108 779 96 0 0.0 0 1460
8 3145 3439 96 0 0.0 0 23258
9 3256 2736 96 0 179 60 12417
10 3219 399 192 0 0.0 0 1898
0 0 0 0 0 0 0 0
1 3145 8873 192 0 0 384 37760
2 3219 1577 0.0 0 85 0 6340
3 3182 1938 192 0 93 0 7235
4 3182 779 96 0 0.0 0 1752
5 3182 8056 96 0 179 60 49201
6 3182 779 96 0 0.0 0 1533
7 3108 779 96 0 0.0 0 1460
8 3145 3439 96 0 0.0 0 23726
9 3256 2736 96 0 179 60 12713
10 3219 399 192 0 0.0 0 1825
0 0 0 0 0 0 0 0
1 3182 8873 96 0 0 384 37554
2 3219 1577 0.0 0 85 0 6340
3 3145 1938 192 0 93 0 7235
4 3219 779 96 0 0.0 0 1752
5 3182 8056 96 0 179 60 49068
6 3182 779 96 0 0.0 0 1533
7 3108 779 96 0 0.0 0 1460
8 3182 3439 96 0 0.0 0 23968
9 3219 2736 96 0 179 60 12262
10 3182 399 96 0 0.0 0 1898
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 384 37554
2 3256 1577 0.0 0 85 0 6340
3 3182 1938 96 0 93 0 7235
4 3219 779 96 0 0.0 0 1752
5 3145 8056 96 0 179 60 49251
6 3182 779 96 0 0.0 0 1533
7 3108 779 96 0 0.0 0 1460
8 3182 3439 96 0 0.0 0 24089
9 3219 2736 96 0 179 60 12426
10 3182 399 96 0 0.0 0 1898
0 0 0 0 0 0 0 0
