Node_ID EB_TX EACK_TX DIO_TX DIS_TX DAO_TX DAO_ACK_TX CoAP_TX
2 3182 1577 96 0 179 120 6811
3 3145 1919 96 0 195 68 6336
4 3182 779 96 0 93 0 1460
5 3219 8056 96 0 273 120 49292
6 3182 760 96 0 93 0 1533
7 3182 779 96 0 93 0 1533
8 3182 3439 96 0 93 0 22225
9 3219 2717 96 0 273 248 12275
10 3182 399 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3219 8873 96 0 0 486 37496
2 3182 1577 96 0 179 120 6811
3 3182 1919 96 0 195 68 6336
4 3219 779 96 0 93 0 1460
5 3219 8056 96 0 273 120 49256
6 3145 760 96 0 93 0 1533
7 3219 779 96 0 93 0 1533
8 3219 3439 96 0 93 0 22346
9 3219 2717 192 0 273 248 12239
10 3182 399 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3219 8873 96 0 0 486 38128
2 3145 1577 96 0 179 120 6811
3 3182 1919 96 0 195 68 6336
4 3182 779 96 0 93 0 1460
5 3182 8056 96 0 273 120 49782
6 3182 760 96 0 93 0 1533
7 3182 779 96 0 93 0 1460
8 3182 3439 96 0 93 0 22467
9 3219 2717 192 0 273 248 12312
10 3219 399 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3219 8873 96 0 0 486 38128
2 3182 1577 192 0 85 120 6811
3 3145 1919 96 0 195 68 6336
4 3219 779 96 0 93 0 1460
5 3219 8056 96 0 273 120 49530
6 3182 760 96 0 93 0 1533
7 3182 779 96 0 93 0 1460
8 3182 3439 96 0 93 0 22588
9 3219 2717 192 0 273 248 12312
10 3219 399 192 0 85 0 1679
0 0 0 0 0 0 0 0
1 3182 8873 96 0 0 435 38738
2 3182 1577 192 0 85 60 6811
3 3182 1919 96 0 93 68 6482
4 3219 779 96 0 93 0 1533
5 3219 8056 96 0 179 60 49896
6 3145 760 96 0 93 0 1533
7 3182 779 96 0 0.0 0 1460
8 3145 3439 96 0 0.0 0 22588
9 3182 2717 192 0 179 180 12520
10 3219 399 192 0 0.0 0 1679
0 0 0 0 0 0 0 0
1 3182 8873 96 0 0 435 37890
2 3182 1577 96 0 85 60 6575
3 3145 1919 96 0 93 0 6482
4 3182 779 96 0 0.0 0 1533
5 3219 8056 192 0 179 60 49120
6 3182 760 192 0 0.0 0 1533
7 3219 779 96 0 0.0 0 1460
8 3145 3439 96 0 0.0 0 22467
9 3145 2717 96 0 179 180 12520
10 3256 399 96 0 0.0 0 1679
0 0 0 0 0 0 0 0
1 3219 8873 192 0 0 435 37671
2 3145 1577 96 0 85 60 6449
3 3145 1919 96 0 93 0 6482
4 3182 779 96 0 0.0 0 1533
5 3182 8056 96 0 179 60 48922
6 3182 760 192 0 0.0 0 1533
7 3182 779 96 0 0.0 0 1460
8 3182 3439 96 0 0.0 0 22467
9 3182 2717 96 0 179 180 12646
10 3256 399 96 0 0.0 0 1679
0 0 0 0 0 0 0 0
1 3182 8873 192 0 0 435 37915
2 3182 1577 96 0 85 60 6449
3 3145 1919 96 0 93 0 6628
4 3219 779 96 0 0.0 0 1533
5 3182 8056 96 0 179 60 49286
6 3219 760 192 0 0.0 0 1533
7 3219 779 96 0 0.0 0 1460
8 3145 3439 192 0 0.0 0 22951
9 3182 2717 96 0 179 180 12728
10 3219 399 96 0 0.0 0 1679
0 0 0 0 0 0 0 0
1 3182 8873 192 0 0 435 38046
2 3182 1577 96 0 85 60 6449
3 3182 1919 96 0 93 0 6920
4 3219 779 96 0 0.0 0 1533
5 3182 8056 96 0 179 60 49790
6 3219 760 192 0 0.0 0 1460
7 3219 779 96 0 0.0 0 1460
8 3182 3439 192 0 0.0 0 22951
9 3219 2717 96 0 179 180 12728
10 3256 399 96 0 0.0 0 1679
0 0 0 0 0 0 0 0
1 3182 8873 96 0 0 435 38208
2 3182 1577 96 0 85 60 6595
3 3182 1919 96 0 93 0 6920
4 3182 779 96 0 0.0 0 1533
5 3219 8056 96 0 179 60 49700
6 3219 760 96 0 0.0 0 1460
7 3182 779 96 0 0.0 0 1460
8 3145 3439 192 0 0.0 0 22951
9 3219 2717 96 0 179 180 12728
10 3219 399 96 0 0.0 0 1752
0 0 0 0 0 0 0 0
1 3182 8873 96 0 0 435 38046
2 3182 1577 96 0 85 60 6668
3 3145 1919 96 0 93 0 7046
4 3182 779 96 0 0.0 0 1533
5 3182 8056 96 0 179 60 49412
6 3219 760 96 0 0.0 0 1460
7 3219 779 96 0 0.0 0 1460
8 3145 3439 96 0 0.0 0 22709
9 3182 2717 96 0 179 180 12326
10 3219 399 96 0 0.0 0 1752
0 0 0 0 0 0 0 0
1 3182 8873 96 0 0 435 38006
2 3182 1577 96 0 85 60 6794
3 3182 1919 96 0 93 0 7002
4 3182 779 96 0 0.0 0 1533
5 3182 8056 96 0 179 60 49286
6 3182 760 96 0 0.0 0 1460
7 3182 779 96 0 0.0 0 1460
8 3182 3439 96 0 0.0 0 22951
9 3219 2717 96 0 179 180 12704
10 3219 399 96 0 0.0 0 1752
0 0 0 0 0 0 0 0
1 3182 8873 96 0 0 486 38006
2 3182 1577 96 0 179 60 6794
3 3182 1919 96 0 195 0 7002
4 3182 779 96 0 0.0 0 1533
5 3182 8056 96 0 179 60 48998
6 3219 760 96 0 0.0 0 1460
7 3182 779 96 0 0.0 0 1460
8 3182 3439 96 0 93 0 22951
9 3219 2717 96 0 273 248 12558
10 3182 380 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3182 8873 96 0 0 486 37878
2 3182 1577 96 0 179 120 6794
3 3182 1919 96 0 195 68 7002
4 3182 779 96 0 93 0 1533
5 3182 8056 96 0 273 120 48872
6 3219 760 96 0 93 0 1460
7 3182 779 96 0 93 0 1460
8 3145 3439 96 0 93 0 23064
9 3182 2717 96 0 273 248 12257
10 3219 380 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3182 8854 96 0 0 486 37918
2 3182 1577 96 0 179 120 6794
3 3182 1919 96 0 195 68 7002
4 3145 779 96 0 93 0 1533
5 3182 8037 96 0 273 120 48836
6 3182 760 96 0 93 0 1460
7 3145 779 96 0 93 0 1460
8 3182 3420 96 0 93 0 22943
9 3219 2717 96 0 273 248 12257
10 3219 380 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3219 8854 96 0 0 486 37796
2 3182 1577 96 0 179 120 6794
3 3145 1919 96 0 195 68 7002
4 3145 779 96 0 93 0 1533
5 3145 8037 96 0 273 120 48836
6 3219 760 96 0 93 0 1533
7 3182 779 96 0 93 0 1460
8 3182 3420 96 0 93 0 22943
9 3219 2717 96 0 273 248 12257
10 3219 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3182 8854 96 0 0 486 37796
2 3182 1558 96 0 179 120 6794
3 3182 1919 96 0 195 68 7002
4 3182 779 96 0 93 0 1533
5 3145 8037 96 0 273 120 48836
6 3219 760 96 0 93 0 1533
7 3182 779 96 0 93 0 1460
8 3145 3420 96 0 93 0 22943
9 3182 2717 96 0 273 248 12221
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3182 8797 96 0 0 341 37674
2 3182 1558 96 0 179 120 6721
3 3145 1919 96 0 195 68 7128
4 3182 779 96 0 93 0 1533
5 3145 8018 96 0 273 120 48508
6 3219 779 96 0 93 0 1533
7 3182 779 96 0 93 0 1460
8 3145 3420 96 0 93 0 22822
9 3182 2679 96 0 273 128 12347
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3219 8778 96 0 0 161 38208
2 3145 1539 96 0 94 120 6721
3 3145 1938 96 0 102 68 7210
4 3145 779 96 0 93 0 1533
5 3145 7999 96 0 188 120 48976
6 3219 779 96 0 93 0 1533
7 3182 760 96 0 93 0 1460
8 3182 3401 96 0 93 0 23306
9 3219 2698 192 0 94 68 12429
10 3182 361 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3182 8721 96 0 0 51 38000
2 3182 1520 96 0 94 60 6721
3 3145 1900 96 0 102 68 7210
4 3145 760 96 0 93 0 1533
5 3182 7961 96 0 94 60 48778
6 3219 760 96 0 93 0 1533
7 3182 760 96 0 93 0 1460
8 3182 3401 96 0 93 0 23306
9 3182 2660 192 0 94 68 12283
10 3182 361 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3182 8721 96 0 0 51 37674
2 3182 1520 96 0 94 60 6803
3 3182 1900 192 0 102 68 7210
4 3182 760 96 0 93 0 1533
5 3145 7961 96 0 94 60 48524
6 3182 760 96 0 93 0 1533
7 3182 760 96 0 93 0 1460
8 3182 3401 96 0 93 0 23185
9 3219 2660 192 0 94 68 12283
10 3182 361 96 0 85 0 1533
0 0 0 0 0 0 0 0
1 3182 8721 96 0 0 51 37638
2 3182 1520 192 0 94 60 6839
3 3145 1881 192 0 102 68 7137
4 3145 760 96 0 93 0 1533
5 3182 7961 96 0 94 60 48524
6 3182 760 96 0 93 0 1533
7 3182 760 96 0 93 0 1460
8 3182 3401 96 0 93 0 23064
9 3219 2641 96 0 94 68 12247
10 3219 361 96 0 85 0 1533
0 0 0 0 0 0 0 0
1 3182 8721 96 0 0 51 37052
2 3182 1520 192 0 94 60 6839
3 3145 1881 192 0 102 68 7137
4 3182 760 192 0 93 0 1533
5 3182 7961 96 0 94 60 48206
6 3182 760 192 0 93 0 1533
7 3182 760 192 0 93 0 1460
8 3182 3401 96 0 93 0 23169
9 3182 2641 96 0 94 68 12174
10 3182 361 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3182 8721 192 0 0 51 37134
2 3145 1520 96 0 94 60 6912
3 3182 1881 96 0 102 68 7137
4 3145 760 192 0 93 0 1533
5 3145 7961 192 0 94 60 48436
6 3182 760 192 0 93 0 1533
7 3182 760 192 0 93 0 1460
8 3219 3401 192 0 93 0 23161
9 3219 2641 96 0 94 68 12174
10 3182 361 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3219 8721 192 0 0 51 36524
2 3145 1520 96 0 94 60 6912
3 3145 1881 96 0 102 68 6991
4 3145 760 96 0 93 0 1460
5 3182 7961 192 0 94 60 48070
6 3182 760 192 0 93 0 1533
7 3182 760 192 0 93 0 1460
8 3219 3401 192 0 93 0 23282
9 3219 2641 96 0 94 68 12092
10 3145 361 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3219 8740 192 0 0 94 36650
2 3182 1539 96 0 94 60 6912
3 3182 1900 96 0 102 68 6991
4 3145 760 96 0 93 0 1460
5 3182 7961 96 0 94 60 47988
6 3182 760 96 0 93 0 1533
7 3182 760 192 0 93 0 1460
8 3219 3401 192 0 93 0 23282
9 3219 2660 96 0 94 68 12092
10 3145 361 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3182 8816 96 0 0 274 36776
2 3182 1539 96 0 179 60 6912
3 3182 1900 96 0 195 68 6991
4 3182 760 96 0 93 0 1460
5 3182 7980 96 0 179 60 47988
6 3182 760 96 0 93 0 1533
7 3182 760 96 0 93 0 1460
8 3182 3401 192 0 93 0 23282
9 3182 2698 96 0 188 128 11966
10 3145 380 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3219 8873 96 0 0 376 36532
2 3182 1577 96 0 179 60 6912
3 3219 1938 96 0 297 68 6845
4 3145 760 96 0 93 0 1460
5 3219 8018 96 0 273 120 47498
6 3145 760 96 0 93 0 1533
7 3145 779 96 0 93 0 1460
8 3219 3420 96 0 93 0 22798
9 3219 2736 96 0 273 128 11884
10 3182 380 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3219 8892 96 0 0 435 36450
2 3182 1577 96 0 179 60 6750
3 3182 1938 96 0 297 68 6772
4 3145 760 96 0 93 0 1387
5 3219 8056 96 0 273 120 47120
6 3145 779 96 0 93 0 1533
7 3145 760 96 0 93 0 1460
8 3182 3420 96 0 93 0 22919
9 3182 2736 96 0 273 128 11884
10 3145 380 96 0 85 0 1679
0 0 0 0 0 0 0 0
1 3182 8854 96 0 0 435 36080
2 3182 1539 96 0 179 60 6522
3 3182 1938 96 0 297 68 6772
4 3145 779 96 0 93 0 1460
5 3219 8037 96 0 273 120 46876
6 3145 779 96 0 93 0 1533
7 3145 760 96 0 93 0 1460
8 3182 3420 96 0 93 0 22919
9 3182 2736 96 0 273 128 11884
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3219 8854 96 0 0 435 36080
2 3182 1539 96 0 179 60 6449
3 3182 1938 96 0 297 68 6646
4 3182 779 96 0 93 0 1460
5 3219 8037 96 0 273 120 46876
6 3182 779 96 0 93 0 1533
7 3145 760 96 0 93 0 1533
8 3219 3420 96 0 93 0 22919
9 3182 2736 96 0 273 128 11884
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3219 8854 96 0 0 435 35998
2 3182 1539 96 0 179 60 6323
3 3182 1938 96 0 297 68 6646
4 3145 779 96 0 93 0 1460
5 3219 8037 96 0 273 120 46876
6 3182 779 96 0 93 0 1533
7 3145 760 96 0 93 0 1533
8 3182 3420 96 0 93 0 22798
9 3145 2736 96 0 273 128 11579
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3182 8854 96 0 0 384 36080
2 3145 1539 96 0 85 60 6615
3 3182 1938 96 0 195 68 6646
4 3145 760 96 0 93 0 1387
5 3256 8037 96 0 273 120 47120
6 3145 779 96 0 93 0 1606
7 3145 760 96 0 93 0 1533
8 3182 3420 96 0 0.0 0 22919
9 3145 2736 96 0 179 60 11615
10 3219 399 96 0 0.0 0 1679
0 0 0 0 0 0 0 0
1 3219 8854 96 0 0 384 36630
2 3182 1539 96 0 85 0 6615
3 3182 1938 96 0 195 0 6646
4 3145 760 96 0 0.0 0 1387
5 3219 8037 96 0 179 60 47589
6 3182 779 96 0 0.0 0 1606
7 3182 760 96 0 0.0 0 1533
8 3219 3420 96 0 0.0 0 22806
9 3182 2736 96 0 179 60 11688
10 3182 399 96 0 0.0 0 1679
0 0 0 0 0 0 0 0
1 3219 8873 96 0 0 384 36508
2 3182 1539 96 0 85 0 6834
3 3182 1938 96 0 195 0 6646
4 3145 760 96 0 0.0 0 1387
5 3219 8056 96 0 179 60 47707
6 3182 779 96 0 0.0 0 1606
7 3182 760 96 0 0.0 0 1533
8 3182 3439 96 0 0.0 0 22927
9 3145 2736 96 0 179 60 11940
10 3182 399 96 0 0.0 0 1679
0 0 0 0 0 0 0 0
1 3182 8873 96 0 0 384 36508
2 3219 1539 96 0 85 0 6834
3 3219 1938 96 0 195 0 6646
4 3182 760 96 0 0.0 0 1387
5 3219 8056 96 0 179 60 47707
6 3145 779 96 0 0.0 0 1533
7 3145 760 96 0 0.0 0 1606
8 3182 3439 96 0 0.0 0 22927
9 3145 2736 96 0 179 60 11940
10 3219 399 96 0 0.0 0 1679
0 0 0 0 0 0 0 0
1 3182 8873 96 0 0 384 36634
2 3182 1539 96 0 85 0 6834
3 3182 1938 96 0 195 0 6646
4 3145 760 192 0 0.0 0 1387
5 3256 8056 96 0 179 60 47707
6 3182 779 96 0 0.0 0 1533
7 3182 760 96 0 0.0 0 1606
8 3182 3439 96 0 0.0 0 22927
9 3145 2736 192 0 179 60 11940
10 3219 399 96 0 0.0 0 1679
0 0 0 0 0 0 0 0
1 3182 8854 96 0 0 384 36598
2 3182 1539 96 0 85 0 6834
3 3182 1938 192 0 195 0 6646
4 3145 760 192 0 0.0 0 1460
5 3219 8037 96 0 179 60 47671
6 3145 779 96 0 0.0 0 1533
7 3182 760 96 0 0.0 0 1606
8 3182 3439 96 0 0.0 0 23153
9 3182 2736 192 0 179 60 11940
10 3219 399 96 0 0.0 0 1825
0 0 0 0 0 0 0 0
1 3145 8854 96 0 0 384 36434
2 3182 1520 96 0 85 0 6761
3 3182 1938 192 0 195 0 6719
4 3145 760 192 0 0.0 0 1460
5 3219 8037 96 0 179 60 47293
6 3145 779 96 0 0.0 0 1533
7 3145 760 96 0 0.0 0 1606
8 3182 3420 96 0 0.0 0 22669
9 3145 2736 96 0 179 60 11940
10 3219 399 96 0 0.0 0 1752
0 0 0 0 0 0 0 0
1 3182 8854 96 0 0 384 36352
2 3145 1520 96 0 85 0 6761
3 3219 1938 192 0 195 0 6719
4 3182 760 192 0 0.0 0 1460
5 3219 8037 96 0 179 60 47293
6 3182 779 192 0 0.0 0 1533
7 3145 760 192 0 0.0 0 1606
8 3182 3420 96 0 0.0 0 22669
9 3182 2736 96 0 179 60 11940
10 3219 399 96 0 0.0 0 1752
0 0 0 0 0 0 0 0
1 3182 8854 192 0 0 384 36352
2 3182 1520 192 0 179 0 6761
3 3182 1938 96 0 195 0 6719
4 3145 760 192 0 0.0 0 1460
5 3219 8037 96 0 179 60 47175
6 3182 779 192 0 0.0 0 1533
7 3145 760 192 0 0.0 0 1606
8 3182 3420 192 0 0.0 0 22669
9 3145 2736 96 0 179 60 11940
10 3219 399 96 0 85 0 1752
0 0 0 0 0 0 0 0
1 3145 8854 192 0 0 435 36352
2 3182 1520 96 0 179 60 6725
3 3182 1957 96 0 297 0 6792
4 3145 760 192 0 0.0 0 1460
5 3182 8037 96 0 273 60 47175
6 3182 779 192 0 0.0 0 1533
7 3145 760 192 0 93 0 1606
8 3145 3420 192 0 93 0 22669
9 3145 2755 96 0 273 128 12012
10 3219 399 96 0 85 0 1752
0 0 0 0 0 0 0 0
1 3145 8854 192 0 0 435 36270
2 3182 1520 96 0 179 60 6725
3 3219 1957 96 0 297 68 6792
4 3145 760 96 0 93 0 1460
5 3182 8037 192 0 273 120 46967
6 3145 779 96 0 93 0 1533
7 3145 760 96 0 93 0 1606
8 3182 3420 192 0 93 0 22443
9 3145 2755 96 0 273 128 12012
10 3219 399 192 0 85 0 1679
0 0 0 0 0 0 0 0
1 3182 8854 96 0 0 435 36188
2 3219 1520 96 0 179 60 6652
3 3182 1957 96 0 297 68 6792
4 3145 760 96 0 93 0 1533
5 3219 8037 96 0 273 120 46737
6 3145 779 96 0 93 0 1533
7 3182 760 96 0 93 0 1606
8 3145 3420 96 0 93 0 22330
9 3145 2755 96 0 273 128 12012
10 3219 399 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8854 96 0 0 435 36270
2 3219 1520 96 0 179 60 6652
3 3182 1957 96 0 297 68 6865
4 3145 760 96 0 93 0 1606
5 3182 8037 96 0 273 120 46819
6 3145 779 96 0 93 0 1533
7 3182 760 96 0 93 0 1606
8 3145 3420 96 0 93 0 22209
9 3145 2755 96 0 273 128 11886
10 3219 399 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8816 96 0 0 392 36253
2 3182 1501 96 0 179 60 6652
3 3145 1919 96 0 297 68 6865
4 3182 760 96 0 93 0 1606
5 3219 8037 96 0 273 120 46839
6 3145 779 96 0 93 0 1533
7 3145 760 96 0 93 0 1606
8 3145 3420 96 0 93 0 22209
9 3182 2717 96 0 273 128 11678
10 3219 399 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3182 8721 96 0 0 212 36127
2 3182 1501 96 0 94 60 6652
3 3145 1919 96 0 204 68 6865
4 3145 760 96 0 93 0 1606
5 3219 7999 96 0 188 120 46757
6 3145 779 96 0 93 0 1533
7 3145 760 96 0 93 0 1606
8 3182 3420 96 0 93 0 22209
9 3182 2660 96 0 179 68 11760
10 3219 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8664 96 0 0 110 36209
2 3182 1463 96 0 94 60 6652
3 3145 1881 96 0 102 68 6865
4 3182 760 96 0 93 0 1606
5 3182 7961 96 0 94 60 46757
6 3145 779 96 0 93 0 1533
7 3145 741 96 0 93 0 1606
8 3145 3401 96 0 93 0 22209
9 3145 2622 96 0 94 68 11760
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8645 96 0 0 51 36169
2 3182 1463 96 0 94 60 6778
3 3145 1881 96 0 102 68 6646
4 3182 760 96 0 93 0 1679
5 3219 7923 96 0 94 60 46631
6 3182 760 96 0 93 0 1533
7 3182 760 96 0 93 0 1606
8 3145 3401 96 0 93 0 22209
9 3145 2622 96 0 94 68 11760
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3182 8683 96 0 0 51 36499
2 3182 1501 96 0 94 60 6860
3 3145 1881 96 0 102 68 6646
4 3182 741 96 0 93 0 1606
5 3182 7942 96 0 94 60 46839
6 3182 760 96 0 93 0 1533
7 3182 760 96 0 93 0 1606
8 3145 3401 96 0 93 0 22209
9 3145 2622 96 0 94 68 11760
10 3145 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8683 96 0 0 51 36499
2 3145 1501 96 0 94 60 6860
3 3182 1881 96 0 102 68 6719
4 3145 741 96 0 93 0 1606
5 3219 7942 96 0 94 60 46965
6 3145 760 96 0 93 0 1533
7 3145 760 96 0 93 0 1533
8 3145 3401 96 0 93 0 22209
9 3145 2622 96 0 94 68 11724
10 3145 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8683 96 0 0 51 36535
2 3182 1501 96 0 94 60 6860
3 3145 1881 96 0 102 68 6719
4 3182 741 96 0 93 0 1606
5 3219 7942 96 0 94 60 47047
6 3145 760 96 0 93 0 1533
7 3145 760 96 0 93 0 1533
8 3145 3401 96 0 93 0 22088
9 3145 2622 96 0 94 68 11651
10 3182 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8683 96 0 0 51 36453
2 3182 1501 96 0 94 60 6568
3 3145 1881 96 0 102 68 6719
4 3182 760 96 0 93 0 1679
5 3219 7942 96 0 94 60 47011
6 3182 760 96 0 93 0 1460
7 3182 760 96 0 93 0 1533
8 3182 3401 96 0 93 0 22201
9 3182 2622 96 0 94 68 11741
10 3145 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3108 8683 96 0 0 51 35949
2 3145 1501 96 0 94 60 6568
3 3145 1881 96 0 102 68 6719
4 3219 760 96 0 93 0 1679
5 3219 7942 96 0 94 60 46542
6 3145 760 96 0 93 0 1460
7 3145 760 96 0 93 0 1533
8 3145 3401 96 0 93 0 22201
9 3145 2622 96 0 94 68 11668
10 3145 380 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3108 8702 96 0 0 94 35949
2 3145 1520 96 0 179 60 6349
3 3145 1881 96 0 102 68 6719
4 3256 760 96 0 93 0 1679
5 3219 7942 96 0 94 60 46586
6 3145 760 192 0 93 0 1460
7 3182 760 96 0 93 0 1533
8 3145 3401 96 0 93 0 22443
9 3145 2622 96 0 94 68 11668
10 3182 399 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3108 8797 192 0 0 376 35985
2 3108 1558 192 0 179 60 6349
3 3145 1900 96 0 195 68 6719
4 3219 760 192 0 93 0 1679
5 3256 7980 96 0 179 60 46586
6 3182 760 192 0 93 0 1460
7 3182 779 96 0 93 0 1460
8 3145 3401 192 0 93 0 22443
9 3145 2679 192 0 273 128 11668
10 3145 399 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8835 192 0 0 427 35859
2 3108 1558 192 0 179 60 6349
3 3145 1938 96 0 195 68 6719
4 3219 779 96 0 93 0 1679
5 3219 7999 96 0 273 120 46794
6 3145 760 192 0 93 0 1460
7 3145 779 192 0 93 0 1460
8 3145 3420 192 0 93 0 22443
9 3145 2717 96 0 273 128 11668
10 3145 399 96 0 85 0 1606
0 0 0 0 0 0 0 0
1 3145 8873 192 0 0 486 35895
2 3145 1558 192 0 179 60 6349
3 3182 1938 96 0 195 68 6719
4 3256 779 96 0 93 0 1606
5 3219 8056 96 0 273 120 46912
6 3145 779 192 0 93 0 1460
7 3182 779 192 0 93 0 1533
8 3182 3420 192 0 93 0 22217
9 3145 2717 96 0 273 128 11668
10 3145 399 96 0 85 0 1460
0 0 0 0 0 0 0 0
1 3182 8873 192 0 0 486 35651
2 3145 1577 192 0 179 60 6422
3 3182 1938 96 0 195 68 6772
4 3256 779 96 0 93 0 1606
5 3219 8056 96 0 273 120 47038
6 3145 779 192 0 93 0 1460
7 3182 779 192 0 93 0 1533
8 3145 3439 192 0 93 0 22217
9 3145 2717 96 0 273 128 11668
10 3145 399 96 0 85 0 1460
0 0 0 0 0 0 0 0
1 3145 8854 192 0 0 486 35529
2 3145 1577 192 0 179 60 6422
3 3145 1938 96 0 195 68 6854
4 3219 779 96 0 93 0 1606
5 3219 8037 192 0 273 120 47002
6 3108 779 96 0 93 0 1460
7 3182 779 96 0 93 0 1533
8 3182 3420 192 0 93 0 22217
9 3108 2717 96 0 273 128 11668
10 3145 399 192 0 85 0 1460
0 0 0 0 0 0 0 0
1 3145 8854 96 0 0 486 35611
2 3108 1577 96 0 85 60 6340
3 3145 1938 96 0 195 68 6980
4 3219 779 96 0 93 0 1606
5 3219 8037 192 0 273 120 47002
6 3145 760 96 0 93 0 1387
7 3182 779 96 0 93 0 1533
8 3182 3420 96 0 93 0 22217
9 3145 2717 96 0 273 128 11668
10 3145 399 192 0 0.0 0 1460
0 0 0 0 0 0 0 0
1 3145 8854 96 0 0 435 35693
2 3145 1577 96 0 85 0 6340
3 3182 1938 96 0 93 68 6980
4 3256 779 96 0 93 0 1606
5 3219 8037 192 0 179 120 47128
6 3145 760 96 0 93 0 1387
7 3145 779 96 0 0.0 0 1533
8 3219 3420 96 0 0.0 0 22217
9 3145 2717 96 0 179 60 11632
10 3145 399 192 0 0.0 0 1460
0 0 0 0 0 0 0 0
1 3145 8854 96 0 0 435 35775
2 3145 1577 96 0 85 0 6340
3 3145 1938 96 0 93 0 6980
4 3219 779 96 0 0.0 0 1606
5 3219 8037 96 0 179 60 47609
6 3145 760 96 0 0.0 0 1387
7 3182 779 96 0 0.0 0 1533
8 3182 3420 96 0 0.0 0 22451
9 3145 2717 96 0 179 60 11632
10 3145 399 96 0 0.0 0 1460
0 0 0 0 0 0 0 0
1 3108 8854 96 0 0 435 35775
2 3145 1577 96 0 85 0 6340
3 3182 1938 96 0 93 0 6980
4 3256 779 96 0 0.0 0 1533
5 3182 8037 96 0 179 60 47645
6 3182 760 96 0 0.0 0 1387
7 3145 779 96 0 0.0 0 1533
8 3182 3420 96 0 0.0 0 22451
9 3108 2717 96 0 179 60 11632
10 3145 399 96 0 0.0 0 1460
0 0 0 0 0 0 0 0
1 3145 8854 96 0 0 435 35693
2 3145 1577 96 0 85 0 6340
3 3182 1938 96 0 93 0 6907
4 3256 779 96 0 0.0 0 1460
5 3219 8037 96 0 179 60 47563
6 3182 760 96 0 0.0 0 1387
7 3145 779 96 0 0.0 0 1533
8 3182 3420 96 0 0.0 0 22451
9 3145 2717 96 0 179 60 11676
10 3182 399 96 0 0.0 0 1460
0 0 0 0 0 0 0 0
1 3145 8873 96 0 0 435 35584
2 3145 1577 96 0 85 0 6340
3 3182 1957 96 0 93 0 6907
4 3219 779 96 0 0.0 0 1460
5 3182 8037 96 0 179 60 47579
6 3145 760 96 0 0.0 0 1460
7 3145 779 96 0 0.0 0 1533
8 3182 3420 96 0 0.0 0 22451
9 3108 2736 96 0 179 60 11884
10 3145 399 96 0 0.0 0 1460
0 0 0 0 0 0 0 0
1 3108 8892 96 0 0 435 35666
2 3145 1577 96 0 85 0 6340
3 3182 1957 96 0 93 0 6907
4 3219 779 96 0 0.0 0 1460
5 3182 8056 96 0 179 60 47697
6 3182 760 96 0 0.0 0 1460
7 3182 779 96 0 0.0 0 1533
8 3182 3420 96 0 0.0 0 22451
9 3108 2755 96 0 179 60 11802
10 3145 399 96 0 0.0 0 1460
0 0 0 0 0 0 0 0
1 3108 8892 96 0 0 435 35584
2 3145 1577 96 0 85 0 6340
3 3145 1957 96 0 93 0 6907
4 3219 779 96 0 0.0 0 1460
5 3182 8056 96 0 179 60 47771
6 3182 760 96 0 0.0 0 1460
7 3182 779 96 0 0.0 0 1533
8 3182 3420 96 0 0.0 0 22451
9 3108 2755 96 0 179 60 11802
10 3145 399 96 0 0.0 0 1460
