123454	10	1,2,5,9	 96: 15.4 D 7A:00:0A:00:0A:00:0A:00 0x0AFF|3B3A1A9B 01E21B1E F101D608 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
123484	3	-	 37: 15.4 - 00:00:03:00:03:00:03:00 0x03FF|3F118806 1A163000 00000201 1C0001C8 00011B00
123554	10	5	 37: 15.4 - 00:00:0A:00:0A:00:0A:00 0x0AFF|3F118806 1A1D3000 00000201 1C0001C8 00011B00
123814	2	7	 23: 15.4 D 0B:25:00:02:00:02:00:02 00:01:00:01:00:01:00:01
123984	2	-	 23: 15.4 D 0B:25:00:02:00:02:00:02 00:01:00:01:00:01:00:01
124154	2	-	 23: 15.4 D 0B:25:00:02:00:02:00:02 00:01:00:01:00:01:00:01
124324	2	1	 23: 15.4 D 0B:25:00:02:00:02:00:02 00:01:00:01:00:01:00:01
124325	1	2	 19: 15.4 A |020F0000
126364	10	-	 23: 15.4 D B8:18:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01
126534	10	-	 23: 15.4 D B8:18:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01
126704	10	1	 23: 15.4 D B8:18:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01
126705	1	-	 19: 15.4 A |020F0000
126874	10	-	 23: 15.4 D B8:18:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01
127214	10	1	 23: 15.4 D B8:18:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01
127215	1	-	 19: 15.4 A |020F0000
127384	3	6	 23: 15.4 D F7:FC:00:03:00:03:00:03 00:01:00:01:00:01:00:01
127384	10	-	 23: 15.4 D B8:18:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01
127444	2	-	 37: 15.4 - 00:00:02:00:02:00:02:00 0x02FF|3F118806 1AA23100 00000201 1C0001C8 00011B00
127554	3	1,6	 23: 15.4 D F7:FC:00:03:00:03:00:03 00:01:00:01:00:01:00:01
127554	10	-	 23: 15.4 D B8:18:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01
127555	1	3,10	 19: 15.4 A |020F0000
127794	3	1,5,9,10	 96: 15.4 D 7A:00:03:00:03:00:03:00 0x03FF|3B3A1A9B 01E26F1E F1019E08 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
127894	10	1	 23: 15.4 D B8:18:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01
127895	1	10	 19: 15.4 A |020F0000
128724	1	3,5,9,10	 96: 15.4 D 7A:00:01:00:01:00:01:00 0x01FF|3B3A1A9B 01E3951E F1008008 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
131404	1	-	 37: 15.4 - 00:00:01:00:01:00:01:00 0x01FF|3F118806 1A2E3300 00000001 1C0001C8 00011B00
133684	5	-	 96: 15.4 D 7A:00:05:00:05:00:05:00 0x05FF|3B3A1A9B 01E0CB1E F1033A08 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
134954	5	7,10	 23: 15.4 D 71:9F:00:05:00:05:00:05 00:0A:00:0A:00:0A:00:0A
134955	10	5	 19: 15.4 A |020F0000
135374	2	1	 23: 15.4 D EB:E9:00:02:00:02:00:02 00:01:00:01:00:01:00:01
135375	1	2	 19: 15.4 A |020F0000
135414	5	-	 37: 15.4 - 00:00:05:00:05:00:05:00 0x05FF|3F118806 1ABF3400 00000501 1C0001C8 00011B00
135454	9	-	 37: 15.4 - 00:00:09:00:09:00:09:00 0x09FF|3F118806 1AC33400 00000201 1C0001C8 00011B00
139364	3	-	 37: 15.4 - 00:00:03:00:03:00:03:00 0x03FF|3F118806 1A4A3600 00000201 1C0001C8 00011B00
139434	10	5	 37: 15.4 - 00:00:0A:00:0A:00:0A:00 0x0AFF|3F118806 1A513600 00000301 1C0001C8 00011B00
140474	3	6	 23: 15.4 D 17:30:00:03:00:03:00:03 00:01:00:01:00:01:00:01
140474	10	-	 23: 15.4 D 05:D2:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01
140644	3	-	 23: 15.4 D 17:30:00:03:00:03:00:03 00:01:00:01:00:01:00:01
140644	10	1	 23: 15.4 D 05:D2:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01
140645	1	10	 19: 15.4 A |020F0000
140814	3	4	 23: 15.4 D 17:30:00:03:00:03:00:03 00:01:00:01:00:01:00:01
140814	9	-	 73: 15.4 D F5:7E:00:09:00:09:00:09 00:01:00:01:00:01:00:01|00020800 08000800 08E10663 04001E01 E5F01633 16333B40 40014C3E B4746573 74066368 756E6B73 FF546F67 676C6521
140984	3	1	 23: 15.4 D 17:30:00:03:00:03:00:03 00:01:00:01:00:01:00:01
140984	9	-	 73: 15.4 D F5:7E:00:09:00:09:00:09 00:01:00:01:00:01:00:01|00020800 08000800 08E10663 04001E01 E5F01633 16333B40 40014C3E B4746573 74066368 756E6B73 FF546F67 676C6521
140985	1	3	 19: 15.4 A |020F0000
141154	9	1	 73: 15.4 D F5:7E:00:09:00:09:00:09 00:01:00:01:00:01:00:01|00020800 08000800 08E10663 04001E01 E5F01633 16333B40 40014C3E B4746573 74066368 756E6B73 FF546F67 676C6521
141157	1	-	 19: 15.4 A |020F0000
141324	9	-	 73: 15.4 D F5:7E:00:09:00:09:00:09 00:01:00:01:00:01:00:01|00020800 08000800 08E10663 04001E01 E5F01633 16333B40 40014C3E B4746573 74066368 756E6B73 FF546F67 676C6521
141664	9	-	 73: 15.4 D F5:7E:00:09:00:09:00:09 00:01:00:01:00:01:00:01|00020800 08000800 08E10663 04001E01 E5F01633 16333B40 40014C3E B4746573 74066368 756E6B73 FF546F67 676C6521
141834	9	1	 73: 15.4 D F5:7E:00:09:00:09:00:09 00:01:00:01:00:01:00:01|00020800 08000800 08E10663 04001E01 E5F01633 16333B40 40014C3E B4746573 74066368 756E6B73 FF546F67 676C6521
141837	1	-	 19: 15.4 A |020F0000
142174	9	1	 73: 15.4 D F5:7E:00:09:00:09:00:09 00:01:00:01:00:01:00:01|00020800 08000800 08E10663 04001E01 E5F01633 16333B40 40014C3E B4746573 74066368 756E6B73 FF546F67 676C6521
142177	1	-	 19: 15.4 A |020F0000
142344	9	1	 73: 15.4 D F5:7E:00:09:00:09:00:09 00:01:00:01:00:01:00:01|00020800 08000800 08E10663 04001E01 E5F01633 16333B40 40014C3E B4746573 74066368 756E6B73 FF546F67 676C6521
142347	1	9	 19: 15.4 A |020F0000
143324	2	-	 37: 15.4 - 00:00:02:00:02:00:02:00 0x02FF|3F118806 1AD63700 00000201 1C0001C8 00011B00
143874	9	-	 73: 15.4 D F5:7E:00:09:00:09:00:09 00:01:00:01:00:01:00:01|00020800 08000800 08E10663 04001E02 27F01633 16333B40 40014C3E B4746573 74066368 756E6B73 FF546F67 676C6521
143914	2	1,9,10	 96: 15.4 D 7A:00:02:00:02:00:02:00 0x02FF|3B3A1A9B 01E2511E F101C008 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
144044	9	1	 73: 15.4 D F5:7E:00:09:00:09:00:09 00:01:00:01:00:01:00:01|00020800 08000800 08E10663 04001E02 27F01633 16333B40 40014C3E B4746573 74066368 756E6B73 FF546F67 676C6521
144047	1	-	 19: 15.4 A |020F0000
