4364	1	-	 37: 15.4 - 00:00:01:00:01:00:01:00 0x01FF|3F118806 1A8E0100 00000001 1C0001C8 00011B00
4414	1	-	 96: 15.4 D 7A:00:01:00:01:00:01:00 0x01FF|3B3A1A9B 01D3951E F1008018 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
9064	1	5	 96: 15.4 D 7A:00:01:00:01:00:01:00 0x01FF|3B3A1A9B 01D3951E F1008018 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
20244	1	9	 37: 15.4 - 00:00:01:00:01:00:01:00 0x01FF|3F118806 1AC20700 00000001 1C0001C8 00011B00
23014	9	1	 26: 15.4 D 7A:00:09:00:09:00:09:00 0x09FF|3B3A1A9B 0064FD00 00
26424	1	9	 96: 15.4 D 7A:00:01:00:01:00:01:00 0x01FF|3B3A1A9B 01D3951E F1008018 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
28594	9	1	 96: 15.4 D 7A:00:09:00:09:00:09:00 0x09FF|3B3A1A9B 01D1F51E F1020018 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
31334	9	1	102: 15.4 D 3F:00:00:09:00:09:00:09 00:01:00:01:00:01:00:01|14A8CAA8 008F0901 800C1700 01120C17 0C170101 000100F8 7A333A9B 0239D81E C000F1FD 00000000 00000002 01000100 01000105 120080FD 00000000 00000002 09000900 09000906 04000000 1E
31338	1	9	 19: 15.4 A |020F0000
31414	1	-	 34: 15.4 D 33:7A:00:01:00:01:00:01 00:09:00:09:00:09:00:09|3A9B0354 8F1E00F1 00
31754	1	5,9	 34: 15.4 D 33:7A:00:01:00:01:00:01 00:09:00:09:00:09:00:09|3A9B0354 8F1E00F1 00
31756	9	1	 19: 15.4 A |020F0000
33244	1	9	 96: 15.4 D 7A:00:01:00:01:00:01:00 0x01FF|3B3A1A9B 01D3951E F1008018 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
34794	9	1,2,10	 96: 15.4 D 7A:00:09:00:09:00:09:00 0x09FF|3B3A1A9B 01D2351E F101C018 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
36124	1	9,10	 37: 15.4 - 00:00:01:00:01:00:01:00 0x01FF|3F118806 1AF60D00 00000001 1C0001C8 00011B00
40174	9	-	 37: 15.4 - 00:00:09:00:09:00:09:00 0x09FF|3F118806 1A8B0F00 00000201 1C0001C8 00011B00
47194	1	5,9,10	 96: 15.4 D 7A:00:01:00:01:00:01:00 0x01FF|3B3A1A9B 01D3951E F1008018 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
49524	10	1,3	102: 15.4 D 3F:00:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01|14A8CAA8 008F0A01 80133200 13321332 13320101 000100F8 7A333A9B 0239D01E C000F1FD 00000000 00000002 01000100 01000105 120080FD 00000000 00000002 0A000A00 0A000A06 04000000 1E
49528	1	-	 19: 15.4 A |020F0000
49614	1	-	 34: 15.4 D 33:7A:00:01:00:01:00:01 00:0A:00:0A:00:0A:00:0A|3A9B0354 8B1E00F1 00
49784	1	-	 34: 15.4 D 33:7A:00:01:00:01:00:01 00:0A:00:0A:00:0A:00:0A|3A9B0354 8B1E00F1 00
49954	1	2,3,10	 34: 15.4 D 33:7A:00:01:00:01:00:01 00:0A:00:0A:00:0A:00:0A|3A9B0354 8B1E00F1 00
49956	10	-	 19: 15.4 A |020F0000
49984	10	-	 96: 15.4 D 7A:00:0A:00:0A:00:0A:00 0x0AFF|3B3A1A9B 01D1F11E F1020018 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
50034	10	1	102: 15.4 D 3F:00:00:0A:00:0A:00:0A 00:01:00:01:00:01:00:01|14A8CAA8 008F0A01 80133200 13321332 13320101 000100F8 7A333A9B 0239D01E C000F1FD 00000000 00000002 01000100 01000105 120080FD 00000000 00000002 0A000A00 0A000A06 04000000 1E
50038	1	10	 19: 15.4 A |020F0000
50464	1	10	 34: 15.4 D 33:7A:00:01:00:01:00:01 00:0A:00:0A:00:0A:00:0A|3A9B0354 8B1E00F1 00
50466	10	1	 19: 15.4 A |020F0000
50914	9	1,10	 96: 15.4 D 7A:00:09:00:09:00:09:00 0x09FF|3B3A1A9B 01D2351E F101C018 F00000FD 00000000 00000002 01000100 01000104 0E00080C 0A038000 80000100 1E003C08 1E404000 00000000 00000000 000000FD 00000000 00000000 00000000 000000
52004	1	-	 37: 15.4 - 00:00:01:00:01:00:01:00 0x01FF|3F118806 1A2A1400 00000001 1C0001C8 00011B00
56054	9	-	 37: 15.4 - 00:00:09:00:09:00:09:00 0x09FF|3F118806 1ABF1500 00000201 1C0001C8 00011B00
56064	10	-	 37: 15.4 - 00:00:0A:00:0A:00:0A:00 0x0AFF|3F118806 1AC01500 00000201 1C0001C8 00011B00
